timestamp,symbol,price,status,source
2026-04-28 11:40:39,Nifty 50,23995.7,OK,AngelOne
2026-04-28 11:40:39,India VIX,18.05,OK,AngelOne
2026-04-28 11:40:39,Nifty 500,22765.6,OK,AngelOne
2026-04-28 11:40:39,Nifty Midcap 100,60419.4,OK,AngelOne
2026-04-28 11:40:39,Nifty Midcap 50,17039.85,OK,AngelOne
