timestamp,raw_score,smoothed_score,market_condition,score_valuation,score_trend,score_breadth,score_volatility,score_flows,score_macro,score_global,score_crude,red_flag,pe_bubble,equity_pct,engine_b_pct,engine_c_pct,debt_pct,gold_pct,duration_signal,gold_signal,nifty_close,nifty_200dma,pct_vs_dma,dma_direction
2026-05-04 02:53:21,15,15,TERRIBLE,0,5,0,4,0,0,6,0,NO,NO,10,3,7,65,25,SHORT/CASH,ACCUMULATE,23997.55,25096.81,-4.4,Falling
